RecordedDate,ResponseId,RecipientLastName,UserLanguage,Q4,Q4_3_TEXT,Q4R,Q5,Q6,Q6_7_TEXT,Q6R,Q7,Q7_8_TEXT,Q7R,Q8,Q8_9_TEXT,Q8GER,Q54,Q54_11_TEXT,Q8ALLR,UNILOC,CODLOC,Q9,Q9_4_TEXT,Q9R,Q10,Q10_13_TEXT,Q10R,Q11_1,Q12_1,MIDTOT,,,Q24
43911.27153,R_21bm8kIE9ZD3bc6,,EN,1,,1,26,1,,1,3,,3,5,,,,,5,USA,1,,,18,,,14,6,6,1,,,Conservative state makes me fearful of the reaction from strangers learning I'm gay
43911.38472,R_3QGigw4DzASzT2S,,EN,3,canada,4,32,1,,1,3,,3,5,,,,,5,USA,1,,,18,1,,1,4,6,2,,,
43911.52778,R_3PaHzWPYosn7jmJ,,EN,1,,1,25,1,,1,7,,7,"1,3,5",,,,,3,USA,1,4,Korean,64,12,,12,4,6,3,,,I am fortunate to live in an area with a healthy and open attitude on the comparative to sexuality. Likewise the geographic location has provided me ample public utilities allowing me to attend meetings with other queer people.
43911.65972,R_1hYZIo8NApd46fm,,EN,1,,1,28,6,,6,1,,1,5,,,,,5,USA,1,"2,4","Jewish, Basque, Polish, British",5,9,,9,5,5,3,,,"Living on Bainbridge Island helps me in terms of having a safe, beautiful place to live. I recently moved here and have no friends, which has been a burden on my mental health."
43911.81181,R_2dtooLebKZmSmYX,,EN,1,,1,35,2,,2,1,,1,"1,5,9","Half Filipina, half white ",,,,3,USA,1,4,"Half Filipina, half white",5,13,None of the above,14,6,5,2,,,Uhhhh I dunno.... 
43912.66806,R_2xVRkkm8EMNghKy,,EN,3,Nigeria,22,20,1,,1,,,14,2,,,,,2,NIGERIA,2,4,Igbo,47,3,,3,5,5,1,,,"I live in an academic environment where the focus is almost always on education. This it's difficult to cultivate strong interpersonal relationships, but not impossible. 
With regard to mental health, it's also difficult to physically find a confidant. There are hardly any professional psychiatrists around, and the greater population here knows little or nothing about mental health.
There are thieves and robbers, but of course I try to avoid trouble by staying safe and ensuring my security."
43913.17986,R_aY9iVQBTuen7qzn,,EN,3,Australia,25,20,1,,1,3,,3,5,,,,,5,USA,1,4,Australian,51,,,14,5,7,1,,,My location is a middle class area with easy connections to my friends and to facilities I need to live successfully and healthily. 
43913.31458,R_1lbn05KaJMM31EK,,EN,3,Canada,4,26,2,,2,6,,6,5,,,,,5,USA,1,,,18,,,14,6,7,1,,,
43913.36181,R_2Eiu67uo6BNib2m,,EN,1,,1,22,2,,2,4,,4,5,,,,,5,USA,1,2,,2,"2,7,10,11",,"2,7,10,11",6,6,4,,,"I think it gives a wrong image about me.
less friends"
43913.5125,R_2CTjdiePthGM0pv,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,2,,2,9,,9,4,5,1,,,"I live in a small town and graduated high school having known a majority of the class since Kindergarten. We are financially inbetween poor and middle class. I'm the youngest so my parents are older, so we're not really friends and they can rarely hear me. Decent neighborhood, generally quiet. Only like 2 out of 6 neighbors. Like 1/6 mile from a corn/soybean field. Like 1 mile from the lake."
43913.61944,R_24GHrSkTv1hj6yl,,EN,1,,1,20,3,,3,4,,4,5,,,,,5,USA,1,2,,2,"3,9",,"3,9",3,5,3,,,"My city is pretty liberal, especially considering it's in a conservative state. I don't feel safe being out as trans but I also prefer being stealth for other reasons. I had some trouble finding a therapist that wasn't faith-based but there are a few doctors in my area that specialize in trans care."
43913.62014,R_WlpXM01TY9lFA65,,EN,1,,1,24,7,"Non Binary, trans male",5,7,,7,5,,,,,5,USA,1,4,Jewish,30,"1,5,6,9",,"1,5,6,9",5,3,6,,,"I live in southern New Hampshire, and there are very few qualified therapists, councellors, or psychiatrists who are within a reasonable distance from me. My issues involve finding someone who is accepting of LGBT clients, since many people that I have tried have turned me away for being transgender. It is very difficult to find healthcare or mental healthcare within a reasonable distance. "
43913.62292,R_2VDyn1a4IXjaZ8h,,EN,1,,1,25,2,,2,1,,1,3,,,,,3,USA,1,4,Mixed,5,"2,3,4,5,6,8,9",,"2,3,4,5,6,8,9",4,2,9,,,"I live in what is known as the ""Bible belt"". While I'm open to who people are I can say I have rarely experienced the same. My mother knows I'm bi and pretends I'm not to the point of being openly homophobic around me. My husband had a hard time with accepting me when I came out and my kids still don't know. I know for a fact after watching how my extended family and church reacted when my aunt came out that I would be disowned, shunned, and I would have to fear my immediate family as well as my in-laws trying to take my kids away."
43913.62569,R_31mDPCbcMRNPkEB,,EN,1,,1,19,1,,1,4,,4,5,,,,,5,USA,1,4,white,20,3,,3,6,5,1,,,I thought that this was pretty interesting and that my life has greatly impacted how I answered these questions.
43913.78542,R_3k5JOJoboDVAcia,,EN,1,,1,22,3,,3,1,,1,8,,,,,8,USA,1,4,Ojibwe,71,"1,5,6,9,12",,"1,5,6,9,12",4,4,8,,,"I live right between, nearly on the border of, two very different cities. The capital city is more pleasant and more accepting, whereas the one west of me is a lot more conservative and it's terrifying.

I don't always pass, and I've definitely had a lot of older people from that town closely inspect my face. Luckily I have grown some facial hair at this point. It's very anxiety inducing."
43913.80556,R_3MRR2thOEEBMaCM,,EN,1,,1,20,1,,1,3,,3,5,,,,,5,USA,1,4,Greek,9,,,14,6,7,1,,,"The college I go to has free and confidential counseling services, which I have used and these have helped me with my mental health and interpersonal relationships. If I did not have these resources freely available I would likely never have attended counseling and been worse off."
43913.87222,R_3isPMfwSM5RG42K,,EN,1,,1,19,3,,3,4,,4,"1,5",,,,,3,USA,1,3,,3,9,,9,4,3,3,,,
43914.48264,R_2awvnOf8v6BLbqg,,EN,1,,1,19,2,,2,6,,6,5,,,,,5,USA,1,"2,4",Polish,5,3,,3,6,7,2,,,"Iâ€™m sort of in the middle of a corn field, so traveling anywhere to see friends or family is a pain. Driving to practice or to the store can take half an hour or more at times. I prefer it to living in a crowded city or suburb though."
43914.70417,R_2dQ2vhdxRyQxTlW,,EN,1,,1,19,1,,1,1,,1,5,,,,,5,USA,1,"2,3,4",Dutch,5,3,,3,7,7,2,,,I live in a wealthy upper middle class town; so money has never been an issue for me. I live in a safe neighbor hood and have never felt like I was ever in danger. I have great health insurance and can afford appointments with my doctor.
43914.72986,R_1jqt8ThJnHtBQWW,,EN,1,,1,29,5,,5,2,,2,5,,,,,5,USA,1,3,,3,1,,1,5,4,3,,,"I feel very isolated. I am so far away from my family, so I rarely am hugged or kissed by loved ones. I cannot find a PCP, so I worry about my health all the time. I am very lonely."
43914.93958,R_9vjNJRzxXN7AdAl,,EN,1,,1,38,5,,5,8,Questioning,10,5,,,,,5,USA,1,2,,2,"2,13",Struggling emotionally ,"2,17",3,3,4,,,The region is in part gilded in that it wants others to think it is great but then internally clings to discrimination. Other areas just outright embrace their bigotry which is easier to deal with (while the former has a gaslit feel). Things have also gotten exponentially worse since the 2016 election and I am worried for the future as a result. 
43915.48611,R_3Q0gPPtZk02I6Lq,,EN,3,Canada,4,32,1,,1,3,,3,5,,,,,5,CAN,1,4,Italian,22,,,14,6,7,1,,,
43915.59097,R_2OGvyjjS8A5JsYB,,EN,1,,1,59,1,,1,3,,3,5,,,,,5,USA,1,4,Anglo,20,"1,5",,"1,5",4,6,3,,,"I feel lonelier in the winter as I tend hibernate. Have often thought of moving back to New Mexico where winters aren't so harsh. But, after living in the Twin Cities (MN) for 28 years, it is difficult to consider starting over, yet again, in a new place. It helps that the cities is quite liberal and the average person more intellectual than your typical Southwesterner. Summers are easier, as I am not holed up in my condo, but summers are also short. It's a trade off I've come to accept... though I greatly miss Hatch green chile. :-)
"
43915.61667,R_6gRpziKlLZDoQq5,,EN,1,,1,42,1,,1,1,,1,"2,3,5",,,,,3,USA,1,4,Black,17,5,,5,4,5,3,,,"I think I live in a very safe city to be queer, but I suspect that any respiratory issues one may have combined with the altitude might exacerbate depression. I suspect this happened to me between 2013 & 2016."
43915.63194,R_22nPlWW91myXRn1,,EN,1,,1,35,2,,2,3,,3,5,,,,,5,USA,1,4,Jewish,30,,,14,6,7,1,,,"I feel like there is a good level of acceptance amongst many in Albuquerque.  I am connected with and aware of various LGBTQ+ groups and organizations.  I feel safe most of the time here in disclosing my sexuality and appearing gay in public, going to queer events, etc..   Most of my friends are part of the community- we met in a lesbian meetup group.   I recently put up a small rainbow flag in front of my house. 

****Note, as a researcher, I would suggest not taking in or counting results right now.   Many of my answers were heavily influenced by the pandemic occurring and have nothing to do with my feelings as a gay individual. "
43915.66319,R_2zjeasTGEq9O7ek,,EN,1,,1,41,1,,1,3,,3,4,,,,,4,USA,1,1,,1,"1,3",,"1,3",7,7,4,,,"I feel like living in a large city gives me a good group of friends, and a good support system. I belong to an LGBT friendly church, so I feel accepted by them, and I can be open and talk to anyone there about myself."
43915.66458,R_1QhyYKgxj5hpKMJ,,EN,1,,1,37,7,Female,8,2,,2,"1,6",,,,,3,USA,1,4,"Hawaiian,Chinese,Japanese, Portuguese",5,1,,1,6,7,3,,,All in all I think Las Cruces is a pretty liberal place to live. My neighborhood is actually called the gayborhood and I have quite a bit of friends and aquaintances as neighbors.
43915.78264,R_3HULPrQ4HDzgGPF,,EN,3,Canada,4,19,2,,2,4,,4,1,,,,,1,CAN,1,4,,4,3,,3,4,7,2,,,My location is fairly open to new ideas. The area I live in is more modernized and newer when compared to other locations. This helps with me being more open to who I am and am not afraid to express my feelings. My safety is fairly secured as there is not much crimes. 
43915.78611,R_ZdY2IACe1sfejVn,,EN,3,Canada,4,19,1,,1,4,,4,1,,,,,1,CAN,1,4,Asian,60,13,Canadian,14,5,5,1,,,"I feel like we are fairly safe here up north in Scarborough and Markham. Most of the cases are from the more polluted areas of Toronto like Downtown. I feel pretty safe and healthy. However, friends and families prefer to minimize gatherings to be extra cautious."
43915.78889,R_2xKxWU4LZFrKg8L,,EN,3,canada,4,18,2,,2,4,,4,2,,,,,2,CAN,1,4,west-indain,45,13,n/a,14,5,6,1,,,I live in the city and it is often loud and busy
43915.79306,R_1QDCjlM6QIAvxwq,,EN,3,Canada,4,20,1,,1,4,,4,9,asian,,,,1,CAN,1,4,china,23,3,,3,5,4,2,,,safe geographic location makes me less concerned about safety
43915.81806,R_3ijUzW0YLKpKI8c,,EN,3,Canada,4,21,2,,2,4,,4,1,,,,,1,CAN,1,4,Korean,64,,,14,5,7,1,,,
43915.825,R_1IF8EPt72NwrxKb,,EN,3,Canada,4,18,1,,1,4,,4,9,Asian-Canadian,,,,1,CAN,1,4,Chinese,23,13,A-OK,14,5,7,1,,,
43915.87986,R_1jZhzjpTJSSVgCH,,EN,3,Canada,4,23,1,,1,4,,4,1,,,,,1,CAN,1,4,Chinese,23,"10,12",,"10,12",4,4,3,,,"With my current location, I spend less time on commute. I have access to the park. Population density is low. It has a lot of open space, I can see the sky. I am happy with this place. "
43915.88194,R_zfd1ZUGPLx1bCoN,,EN,3,Canada,4,19,2,,2,4,,4,2,,,,,2,CAN,1,4,Eritrean,74,5,,5,5,4,2,,,"I believe that since I come from a working-class community that most of the people around me have similar issues. I feel safe in my current location because I am familiar with my community members. I do think that since a lot of people in my location are immigrants, that it may be difficult to be gay. Since a lot of these individuals come from countries where not being heterosexual is a sin, or a crime. In regards to that, I can see how someone may feel unsafe or uncomfortable."
43915.93333,R_rkVp6NDeK2uNgQ1,,EN,3,canada,4,18,7,straight,11,4,,4,5,,,,,5,CAN,1,4,european,13,12,,12,6,6,1,,,I live in a rich neighbourhood so people have high incomes where I live even though my parents don't make enough money. living in this area makes me form good relationships with people doing stuff with their lives and form good connections as well as provide myself with safety . 
43915.94097,R_ZytKl3fAVrQejmx,,EN,3,Canada,4,20,7,Straight,11,8,Straight,9,9,Indian,,,,9,CAN,1,4,Indian,45,12,,12,4,4,2,,,My location improves my health by having a gym and access to various groccery stores
43916.04306,R_1o8bQmEpvwJApWl,,EN,1,,1,40,2,,2,4,,4,4,,,,,4,USA,1,1,,1,6,,6,4,4,2,,,"Iâ€™ve lived here too long, moved here as a teen. Planning to move to Florida near future. I believe this will help my mental health. "
43916.14028,R_1jAJPKIevf6L3Yt,,EN,3,canada,4,18,2,,2,4,,4,9,South Asian?,,,,1,CAN,1,4,Indian,45,13,minority,14,5,6,1,,,"The location I live in is very open and is very safe. It has friendly neighbors and is also a diverse neighborhood. I do find it easy to go for walks and hang out with some of my neighbors constantly which helps with my mental health and helps me develop more relationships. However, it's the other stuff revolving my life that can impact my health."
43916.15208,R_xooQaJHYvYVE8Mx,,EN,3,Canada,4,20,2,,2,4,,4,1,,,,,1,CAN,1,4,Indian,45,9,,9,5,6,2,,,"Because I live in Canada, specifically Ontario, I have been able to access mental health services such as psychiatry, group cognitive behavioral therapy, and medication without incurring significant financial costs. I live in my parents' home, and their presence and support has been undoubtedly helpful in managing the symptoms of depression, from both materially and emotionally. "
43916.15903,R_XjJmOuYqJz2tl8l,,EN,3,Canada,4,18,2,,2,4,,4,7,,,,,7,CAN,1,4,,4,"10,12",,"10,12",4,5,3,,,nothing
43916.21458,R_1LHWeiPtPedfu8N,,EN,3,Canada,4,19,2,,2,4,,4,9,Canadian,,,,9,CAN,1,4,South Asian,52,"3,9",,"3,9",3,6,3,,,"When I am around people I love, i tend to forget anything that makes me anxious. Usually occurs at schools. The people I love, that make me feel most at ease are my friends, however, recently, i have felt more alone since the virus outbreak. "
43916.33958,R_3kHAYQ2HOsPUBLf,,EN,3,Canada,4,56,2,,2,6,,6,5,,,,,5,CAN,1,4,British,19,"3,9",,"3,9",3,3,3,,,"With the internet, geographical location is less of an issue than it was before, there are more resources but there is still the isolation that doesn't matter if you live in a big city or a small town. "
43916.45833,R_2YkYzJXhYWYf2qO,,EN,1,,1,37,3,,3,1,,1,5,,,,,5,USA,1,,,18,3,,3,5,4,3,,,"I moved here just as I was starting to open up about myself, and now in less than six months we have this pandemic. So it feels stifling right now, but also safer physically than being in an urban area. I have made a few friends and hope to improve in being open and getting to know them. Dating and physical intimacy is right out until all this is over, though. That is very frustrating--I was finally in a place where I felt okay about trying to date."
43916.45972,R_Wx1BjZuyu2aVTuV,,EN,3,Canada,4,22,1,,1,4,,4,4,,,,,4,CAN,1,4,Spanish,46,12,,12,6,4,2,,,My location is pretty boring ngl
43916.47222,R_ebpQl7Otyr43ry1,,EN,3,Canada,4,18,7,Straight,11,4,,4,9,Pakistani Canadian,,,,7,CAN,1,4,Pakistani Canadian ,5,3,,3,5,5,2,,,My location is safe. 
43916.50069,R_1myBrqy01C7KSEm,,EN,3,Canada,4,18,1,,1,4,,4,1,,,,,1,CAN,1,4,Tamil ,75,5,,5,4,5,2,,,"Living in a harder part of Toronto, it has really strengthened me to be more emotionally stable and handle hardships and pressure with much more ease. A lot of the friends I have made have been friends of mine for 16 years of my life, we know our friendship is worth a lot in each other lives. Even through hardships, everyone in our family remains close to each other. "
43916.50903,R_1lcQQIEf0Uz3ZTn,,EN,3,Canada,4,18,2,,2,4,,4,5,,,,,5,CAN,1,4,Scottish,39,6,,6,6,7,1,,,North Oshawa is close to southern oshawa where lots of crime occurs which at times can cause some anxiety
43916.51875,R_2TtJtCvK51mUmut,,EN,3,Canada,4,19,2,,2,4,,4,1,,,,,1,CAN,1,4,Srilankan,76,"1,3,10",,"1,3,10",3,5,4,,,
43916.51944,R_2TBmaslYnnwYzpp,,EN,3,Canada ,4,18,2,,2,4,,4,1,,,,,1,CAN,1,4,Sri Lankan,76,3,,3,7,7,2,,,"My geographic location is a place where crime does arise but my neighbourhood itself does not implicate with crime, therefore, I feel safe most of the time and do not feel as if I am in danger when I walk my dog at night. I do withhold relationships with my neighbours due to the fact that they are very loving and caring and I have lived in the same neighbourhood for the majority of my life and would comfortable asking my neighbours for help if I did have contact with my own family. "
43916.52569,R_1o27yikXAJN4u0o,,EN,3,Canada,4,18,1,,1,,,14,7,,,,,7,CAN,1,,,18,3,,3,4,7,2,,,
43916.54375,R_2VEZenjDZkh9D26,,EN,3,Canada ,4,18,,,11,,,14,1,,,,,1,CAN,1,4,Indian ,45,8,,8,6,7,2,,,"I had recently moved to this place, though geographically, I find that this location helps my safety much more as it is a quite community. Everyone here is quite close, and they look out for each other, therefore the safety here is much more conventional than the location I was at before. "
43916.5625,R_BL1v6fns1lOoWeB,,EN,3,canada,4,19,2,,2,4,,4,9,South Asian,,,,1,CAN,1,4,South Asian,52,13,Ethnic Minority,14,5,6,1,,,My location gives me a sense of security on things such as health and relationships. I also feel safe in my location most of the time.
43916.6125,R_3KxtxqalFA69lme,,EN,3,Canada,4,22,1,,1,4,,4,9,Asian Canadian,,,,1,CAN,1,4,Chinese,23,3,,3,5,6,2,,,My health and relationships are stable.
43916.63889,R_qVdWBMLWIV1uTzr,,EN,3,Canada,4,19,2,,2,4,,4,9,South Asian ,,,,1,CAN,1,4,Indian ,45,13,Middle Class,14,5,6,1,,,The location I live in is a very safe and friendly environment. This impacts me as an individual because I feel free and aware enough to try and experience new things around my house. They are several things built in my location in which my friends and I can experience as well and I am safe and close to home. 
43916.63958,R_Xw9fFUbdI7sNsd3,,EN,3,Canada,4,23,2,,2,4,,4,1,,,,,1,CAN,1,4,Filipino ,27,,,14,5,5,1,,,
43916.65208,R_PN8uDbesLOvFIn7,,EN,3,Canada,4,19,1,,1,4,,4,"4,5",,,,,3,CAN,1,1,,1,3,,3,5,6,2,,,"If you live on a more open, welcoming community you will feel better"
43916.65417,R_3Rz9LBUmQeGRtL0,,EN,3,Canada,4,18,7,Man,9,4,,4,9,Sri Lankan,,,,1,CAN,1,4,Tamil,75,13,Student,14,6,6,1,,,Scarborough is my identity. I've lived in Scarborough my whole life.
43916.65972,R_1LIFmuNYb40mOsE,,EN,3,Canada,4,20,1,,1,1,,1,9,Asian,,,,1,CAN,1,4,Chinese,23,"1,12",,"1,12",5,4,4,,,"My location is closed to both my home and school. Shorter distance can keep my safety if I go back home after school in midnight. There are also lots of walk-in clinic, including school health center. "
43916.65972,R_1DD1QfyT0WfpneE,,EN,3,Canada,4,18,2,,2,4,,4,2,,,,,2,CAN,1,4,Ethiopian,77,13,Skinny and tall,26,6,5,2,,,My location is loud and bustling with life and people most of the time but it does have some drawbacks like the lack of green spaces and being surrounded by buildings making it feel like you can't really get a breath of fresh air here. City life is great but I think everyone needs to escape sometimes and go somewhere quiet with lots of greenery which you can't really do here. 
43916.66042,R_p3JuzV1y6hOokTf,,EN,3,Canada ,4,20,2,,2,4,,4,9,Asian,,,,1,CAN,1,4,Asian,60,3,,3,5,4,2,,,There are lots of trees with good environment and I can ride bike or go for a walk with my partner.
43916.67361,R_27D1YniMLuvFi2d,,EN,3,Canada,4,18,1,,1,4,,4,8,,,,,8,CAN,1,3,,3,6,,6,5,6,2,,,"I live in a pretty small town compared to the larger cities such as Toronto, a place where everyone knows everyone. Sometimes people judge you a lot in these types of places."
43916.73681,R_3k19H7eGKk1gTND,,EN,3,Canada,4,18,2,,2,4,,4,9,South Asian,,,,1,CAN,1,4,Tamil,75,9,,9,7,7,2,,,My location impacts my safety as it is always a highly populated area so there is people around at all times. My health is affected in a positive way as there is many natural areas that make gives me a break away from the city life and makes me feel calm 
43916.79444,R_2tApJRgBtcN1CFT,,EN,3,canada,4,18,1,,1,4,,4,9,,,,,9,CAN,1,4,,4,13,,13,6,7,1,,,The geographic location I live in is a pretty quite neighborhood so I do feel safe walking outside.
43916.79653,R_2Y2G6pKVfIE4V95,,EN,3,Canada,4,18,2,,2,4,,4,5,,,,,5,CAN,1,4,Albanian,31,1,,1,6,7,1,,,My location works perfectly for me in regards to almost all aspects of my life. I have all my friends close by as well as everything I need to stay healthy and happy. The one problem is my distance from school. It is a two hour commute by subway and bus.
43916.79722,R_3KGwl1gjeOIiOqq,,EN,3,Canada,4,19,1,,1,4,,4,1,,,,,1,CAN,1,"2,7",,5,13,A good-hearted person,14,7,7,1,,,"I live in a very conservative town, and having a girlfriend of a different race (not caucasian) would most definitely impact my life.  My health nor safety would be impacted, but people would definitely question why I chose a girl of colour as my partner.  Growing up mixed (half German and half Japanese) impacted my mental health as a kid, as kids would bully me for my differences.  So unfortunately, I would expect some sort of backlash from the community that I live in if I dated a girl of different ethnic background.  Thankfully, my town is growing more open, and I can definitely see a change in the near future, but as of right now I feel like there is still racism and prejudice amongst the people of my town.    "
43916.81528,R_31Qpw05tcAZ7KA6,,EN,3,Canada,4,22,1,,1,4,,4,"5,9",Asian,,,,3,CAN,1,"7,4",Canadian,5,1,,1,6,6,2,,,"The part of Toronto that I live in I feel takes care of my social needs adequately, but not as well as some other parts of the city."
43916.81944,R_3kMM5kgbsb4ZQDG,,EN,3,Canada,4,18,1,,1,4,,4,2,,,,,2,CAN,1,4,.Somalian,78,13,Middle Class,14,5,6,1,,,
43916.85,R_en5wkLMpZY5X2YF,,EN,3,Canada,4,18,2,,2,4,,4,"1,9",pakistani,,,,3,CAN,1,4,pakistani,42,12,,12,5,6,2,,,"locations great, identities great Alhamdulillah."
43916.87569,R_2zZShE6rckpFNQ7,,EN,3,Canada,4,19,2,,2,1,,1,"1,2",,,,,3,CAN,1,4,Canadian,29,13,Citizen - Middle Class,14,6,7,2,,,"Due to my location, being in a great country allows my safety and health to be of good quality and my relationships to be stable without having any fear of anyone"
43916.87986,R_qQPlFj7ZkWWOwj7,,EN,3,Canada,4,18,1,,1,4,,4,2,,,,,2,CAN,1,4,African American,17,,,14,5,5,1,,,I feel safe because of where I live
43916.92153,R_vi6KYm6qbv9W8Qp,,EN,3,canada,4,19,2,,2,4,,4,1,,,,,1,CAN,1,4,srilankan,79,"3,10,12",,"3,10,12",6,6,4,,,"My location is a very safe place to be in, everyone knows everyone here, and it is very environmentally friendly. Relationship wise everyone is kind to one another and is protective and respectful towards each other."
43916.9375,R_pyIVZMNgsiozs7D,,EN,3,Canada,4,18,2,,2,4,,4,1,,,,,1,CAN,1,4,South Asian,52,3,,3,2,4,2,,,My location impacts me by having many medical resources around me.
43917.00208,R_3snSBIzQubGNeJQ,,EN,3,Canada,4,20,2,,2,1,,1,9,South East Asian,,,,1,CAN,1,4,Filipino,27,3,,3,2,1,3,,,"I think it is more of the people in the location that impacts me because even if they have norms and cultural things they believe in, it is still up to the morality of the person to judge someone"
43917.01458,R_sYh6uNN4JW8F7S9,,EN,3,canada,4,18,2,,2,4,,4,1,,,,,1,CAN,1,4,srilankan,79,1,,1,4,5,2,,,
43917.1,R_1IdeVMGFrH5cVxG,,EN,3,Canada,4,18,2,,2,4,,4,9,Indo Canadian,,,,1,CAN,1,4,Indian,45,"3,13",First-generation Canadian,"3,22",6,6,3,,,"My hometown is very safe when it comes to physical health. It's a small town; therefore, there are not many places to go for mental health help. Especially for minorities. For a teenager, who is a person of colour, everything feels predominantly white. The ostracizing doesn't come from peers but mostly adults (specifically teachers). "
43917.42292,R_3KSWBmwmuvQEc7F,,EN,3,Canada,4,19,1,,1,4,,4,1,,,,,1,CAN,1,4,Indian,45,8,,8,6,6,2,,,It is good it is safe good resources around me nice friendly people 
43917.42986,R_21jlpjStavIpmFQ,,EN,3,Canada,4,18,2,,2,4,,4,1,,,,,1,CAN,1,4,Filipino,27,"3,9,12",,"3,9,12",6,7,4,,,"Relatively speaking I live in a good location, in a good house. We are good in money and such. We are close to a pharmacy and have access to other health resources. Being that I am heterosexual and cisgender I don't experience any discrimination in that regard. While I am an immigrant I came here as a baby so it does not affect me too much if I were not able to talk English or have had an accent. The only experience I had where this was an issue was when I was younger where I would be teased for being Chinese and Korean at school and with strangers where kids would point out I'm Chinese. In more recent events I was insulted at a bus stop because I would not give a man money so he called me fucking immigrant. 

That being said my relative relationships with people are not too affected due to my sexual orientation or sexual identity. Where I am located, mental health is widely embraced and is rarely ridiculed. And probably the biggest issue I face is being Filipino, but even then it is not too bad. "
43917.46319,R_2pVOr2u8GK8c37S,,EN,3,Canada,4,20,2,,2,4,,4,1,,,,,1,CAN,1,4,Tamil-Canadian,5,13,"child of immigrants, student, etc. ",22,7,7,2,,,"My location has access to health care, safety and you can build relationships here. "
43917.48819,R_1LNZMItga9zcBlQ,,EN,3,Canada,4,19,1,,1,4,,4,6,,,,,6,CAN,1,4,Filipino,27,13,employed-part time,14,6,7,1,,,Overall my location actually helps me cope with problems and is very safe in my opinion.
43917.49514,R_3NKzCuFby0Od0ej,,EN,1,,1,19,1,,1,4,,4,5,,,,,5,USA,1,4,,4,8,,8,5,7,1,,,I feel safe living in the suburbs of Chicago.
43917.50486,R_064Pp88kmVB0WfT,,EN,3,Canada,4,20,1,,1,4,,4,1,,,,,1,CAN,1,4,Chinese,23,"3,12",,"3,12",6,5,3,,,"The area I live in is always crowded and has a lot of traffic, so it does not make me feel safe all the time with all the cars on the roads."
43917.51944,R_2pMmXKhhgXkmWZQ,,EN,3,Canada,4,20,1,,1,4,,4,1,,,,,1,CAN,1,4,Indian,45,1,,1,5,7,2,,,
43917.60347,R_tLMIC8k3AkfCQEN,,EN,3,Canada,4,18,2,,2,4,,4,2,,,,,2,CAN,1,4,African,17,12,,12,5,6,2,,,My location does not have much of an impact on my safety because it is somewhat a secure environment. My geography has a positive impact on me because of the accessibility to services.
43917.62431,R_V3aMEDtWOoJTOBr,,EN,3,Canada,4,18,2,,2,4,,4,1,,,,,1,CAN,1,4,Pakistani ,42,12,,12,5,7,2,,,I have optimal access to resources and my own space in my home. I feel safe in my hometown and neighbourhood. This may impact my mental well-being in a positive manner as compared to someone who is stressed about their own safety.
43917.63542,R_OQlYvzdJgzC7hbX,,EN,3,Canada,4,18,1,,1,4,,4,9,East-Asian,,,,1,CAN,1,4,"Chinese, Canadian ",23,3,,3,5,4,2,,,I feel safe and comfortable where I live. The neighbourhood is pretty nice and I also happen to live close to many friends. 
43917.63611,R_2rCMgLH23Lg23Lq,,EN,3,Canada,4,18,2,,2,4,,4,1,,,,,1,CAN,1,4,Chinese,23,3,,3,5,6,2,,,"I live in a pretty good area so my sense of safety is ensured, as well as my health and my relationship with those around me."
43917.7625,R_3MQYsljE6efyxOV,,EN,3,Canada,4,21,1,,1,4,,4,9,Asian,,,,1,CAN,1,7,,7,12,,12,5,4,2,,,"As an immigrant, I sometimes feel there is no help by things around me but living with my family keeps me being healthy and stable."
43917.86736,R_3kivrloOLx7Xc3K,,EN,3,canada,4,24,2,,2,4,,4,9,asian,,,,1,CAN,1,4,asian,60,"10,12",,"10,12",5,5,3,,,Everything here is so competitive and fast. People are sometimes shallow; tend to see short-term goals rather than long term which i think made it toxic. I try everyday to get away with it but i keep on convincing myself i just have to adapt.
43917.93125,R_qX8fymY9giJIEpj,,EN,3,Canada,4,22,1,,1,4,,4,9,East Asian,,,,1,CAN,1,4,Chinese,23,12,,12,4,4,2,,,"Location helps my health and safety, but can be slightly more difficult for relationships outside of the place I am living in."
43917.94097,R_1DCrm2JyNUEC9xh,,EN,3,china,18,18,2,,2,1,,1,1,,,,,1,CAN,1,1,,1,3,,3,3,4,3,,,I lived in a peaceful place and my family create a good growing environment for me.
43917.94514,R_1OK0hjgBwZiBmKl,,EN,3,Canada,4,18,2,,2,4,,4,7,,,,,7,CAN,1,4,Canadian ,29,8,,8,6,6,2,,,"My location has really helped me live my life to the fullest with lots of freedom and opportunities. I am thankful to have a shelter, family access to health care and a right to education all due to my location."
43918.50486,R_2CTJEXbT4SBVda5,,EN,3,Canada,4,19,2,,2,4,,4,9,South Indian,,,,1,CAN,1,4,Srilankan,76,10,,10,5,6,2,,,"My location has greatly impacted my well being in a good way, my location made me feel safe and accepted. "
43918.59236,R_3M4fdqrdxW681km,,EN,3,Canada,4,18,7,Female,8,8,Straight,9,7,,,,,7,CAN,1,4,Middle eastern,49,13,None of those ,14,5,7,1,,,My neighborhood is populated mostly of older couples and big familys . it makes me feel safe and welcoming thus it impacts my mental health and saftey in a positive way . 
43918.65139,R_bwltSreZkGvgcaB,,EN,3,Canada,4,19,1,,1,4,,4,1,,,,,1,CAN,1,4,Asian,60,3,,3,6,7,2,,,
