id,language,country_code,age,gender_code,sex_orient_code,race_code,minority_code,qual_life,resources,qual
R_32PaiPRj81tXS9Q,EN,United States,19,Genderqueer,Bisexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,5,The town I grew up in restricted my ability to express myself and my gender and sexual identities as freely as I might have wished.
R_SVptIEBE2Mifmox,EN,United States,18,Cisgender Woman,Heterosexual,White/European,NA,6,5,N/A
R_3kGKEl33LxksxsF,EN,United States,19,Nonbinary,Panromantic/Pansexual,White/European,NA,5,6,"There's this music genre and community coined as ""midwest emos"" and I think most people who have grown up in the midwest can agree to feeling depressed a lot of the time, especially when they're further away from bigger cities. A lot of the time it feels really isolated and lonely, even when you're surrounded by your friends. There's this sort of eeriness that comes with living here that you can't really shake. My location has lead to me to not report a rape because I wouldn't be able to afford all of the things that come along with it. My life feels very in the middle, but I know I have it better than a lot of people still, and that's even more depressing. The midwest sucks, but it also grants freedoms you don't really get anywhere else. Sitting on the roof of your car, stargazing with no one around you for miles can be leave you feeling really connected to the earth. Those moments make life worth something, it makes all the death threats for fighting for who you are and what you believe in worthwhile. It takes time to realize these things though, and I'm really grateful that I did. There's still a lot of things that could be useful for kids living in rural areas, but it isn't all hopeless all of the time."
R_en859ZJZDogk33b,EN,United States,21,Cisgender Man,Heterosexual,White/European,Larger Bodied,5,4,"Where I live has made me appreciate how important it is to build good relationships with people in my town.  Everyone knows everyone since it is a small town, therefore it is important to keep good company."
R_416b53LjC4hBKdH,EN,United States,21,Cisgender Man,Heterosexual,White/European,Larger Bodied,7,7,I live in a great area and am close to my friends and family
R_27sseEZ0XK4m8ea,EN,United States,20,Cisgender Man,Heterosexual,Multi-Racial,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,My location makes me feel really good because in my area I am part of the wealthier portion.
R_3HunQrlrc9k2Yp4,EN,United States,20,Cisgender Woman,Heterosexual,Asian,NA,5,4,Where I grew up it was mainly surrounded by a large African and Caribbean community. I was one of very few Asians in the community. I felt that my upbringing definitely made me stronger and since I have moved into a more Asian community it has given me an identity crisis of not fitting in with my culture but I realized that as long as I am happy of myself then that is all that matters. I feel that I can make a friend better with people who are more of the African and Caribbean descent because I feel more comfortable around them than other fellow Asian people.
R_2OU5q17hJpvSqrP,EN,United States,20,Cisgender Woman,Heterosexual,Latina/o/x,Language Minority,6,4,I feel like I would still feel the same way even if I lived in another location since I would be inside my home quarantined either way. I guess it just has to do with who I am quarantined with since I do not have my friends or my boyfriend with me.
R_110ZMdwGxPGjr3W,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,Mentally Unwell,4,5,I live nearby USC and honestly I feel safe. I believe this is so mainly because there is security implemented to protect the college students
R_1dtYA4CeVgt7dNA,EN,United States,21,Cisgender Woman,Heterosexual,Asian,NA,4,3,"Living in San Jose has made me worried just by walking around my neighborhood. I cannot form friendly or romantic relationships due to previous experiences. My relationship and safety are a big concern, but with all the health-care facilities around, I am certain my health can be managed."
R_2067esG2pYu3xux,EN,United States,21,Cisgender Man,Heterosexual,Latina/o/x,Unemployed,4,5,"My location is alright, I live in a mainly Hispanic community and there are small pockets of other cultures. My safety is okay and my health too. Relationships are good."
R_2RPsurlEtgCe4HO,EN,United States,18,Cisgender Woman,Lesbian,Multi-Racial,NA,3,3,"I felt that because of the neighborhood I grew up in and the kind of people around me I was never able to really be myself. Hanging out with friends of a different gender got me slut-shamed by my parents and our church in middle school and that's stuck with me ever since. Because I grew up in a very conservative, religious neighborhood I had to deal with people talking trash about people of different gender identities, sexual orientations, and races. It painted a very grim picture of the world to me. It also didn't help that not only did my parents not believe in mental illnesses but also couldn't afford therapy."
R_2TFPaI9kVYHjO82,EN,United States,22,Cisgender Woman,Heterosexual,Latina/o/x,Immigrant,7,5,My geographic location makes me feel safe I can go on walks if I want alone.
R_2CNTnEiPzHxfzUv,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,Larger Bodied,5,5,"My geographic location is a literal health disparity. I live 25 minutes away from a hospital that is mainly populated by migrant workers who cannot afford health insurance or access it. It's rough out here, but things could be worse. I think the best way to describe it is as a place we all hope to get away from, but I still love the country aspect of it. It's not all bad, but it's also not all good. It's very small and I (and many others, such as my friends) are looking to leave one day for at least a couple of years or so."
R_6fADJUDKJRc50SB,EN,United States,19,Cisgender Woman,Bisexual,Latina/o/x,NA,5,5,"For the most part in a positive way, everything I need is somewhat close. It's quiet too."
R_2VwGfU3wIjn04am,EN,United States,20,Cisgender Man,Heterosexual,Latina/o/x,Unemployed,3,5,I am thankful to live somewhere where I can have all of my necessities to keep me going during these hard times. I have a girlfriend who goes to Pace with me but lives and Miami and we miss each other.
R_2dmY4fzIB5Cu7hv,EN,United States,19,Cisgender Man,Heterosexual,White/European,Larger Bodied,7,7,"I feel very safe and happy within my community. Everyone around her is relatively friendly and helpful to people. There is not a lot of violent crime, or any real crime at all."
R_u82TDBqX67qNakV,EN,United States,20,Cisgender Woman,Bisexual,Latina/o/x,NA,3,5,My geographic location is in a nicer area and I don't have to worry about bad things happening around.
R_3FQdWUbKbEAjOeD,EN,United States,22,Cisgender Woman,Bisexual,Latina/o/x,Unemployed,4,6,It's a close community where it's mostly family members living around. It's kind of hard having my own space when there are high expectations of me inside and outside of the home.
R_1I40a211yMQrCgK,EN,United States,20,Cisgender Man,Heterosexual,Latina/o/x,Low Resourced,5,4,"Since I am further away from the actual city, it is difficult getting groceries since I don't have a car. Additionally, I am limited on where I can go out as well."
R_2hu7NrLrtPMvrzz,EN,United States,22,Female/Woman,Heterosexual,Black/African,Unemployed,6,5,my location reflects my personality because i am around family.
R_bqDbvv8BBtKM8bD,EN,United States,18,Cisgender Woman,Heterosexual,White/European,Unemployed,5,6,My location allowed me to form very close reltationships with friends because there was basically nothing else to do.
R_3JgEVCRASNHBHSI,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,Religious Minority,6,6,I have lived a lot of places throughout California and the East Coast and I do feel like the Central Valley is the most conservative place I have lived by far. The access to adequate services and healthcare is far less common than other innovative places I have lived like San Francisco or Los Angeles. It is also very conservative in the Central Valley. It reminds me of Texas which is interesting because it is in California.
R_2dLR8jAzw4TpbNG,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,Self-ID with No Write In,6,6,"Being with family is always a blessing, but being together constantly can cause strains and raise anger levels."
R_3Ic8VGnAKyI4mZE,EN,United States,18,Cisgender Woman,Heterosexual,Multi-Racial,Unemployed,5,5,"My location, makes me feel safe to walk around with little worry about what might happen to me, but I still do get nervous sometimes. For my health, my location is good because I can walk to the park or a store and it would be a good exercise."
R_3fCVtGwaNng9upd,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,4,6,"For the most part the location that I live at is good, sometimes it can get rowdy but it is rare."
R_12PeFzZbw6X9uEN,EN,United States,20,Cisgender Man,Self-ID with No Write In,Latina/o/x,Low Resourced,2,1,Not a lot of resources.
R_ZrWxAh3N1e6nMkN,EN,United States,20,Cisgender Woman,Bisexual,Latina/o/x,NA,4,6,"I am in the middle of nowhere and all my friends already went home. So I'm super depressed since I know no one from Merced and nothing to do. If I was back in my home town Mountain View then I would not be having these feelings. Also, people are less open minded here so I'm not always comfortable holding my girlfriends hand in public or giving her any form of affection. I've received dirty looks when I have in the past."
R_26c2KlhAwUPGGHb,EN,United States,21,Cisgender Man,Heterosexual,Latina/o/x,Unemployed,5,6,"Honestly, I don't think that my location has any impacts on my safety since I live in a quiet place. The same applies to my health since we have really good healthcare and it is required for everyone to have insurance so I don't think that's an issue either. For relationships I really never thought about it but I guess it does not impact me since I have not had a problem with it. Also, I never felt like my identity has ever affected either of these issues either. Overall, I think I am good with my location and identity."
R_22QZNoBjyS0c26d,EN,United States,19,Cisgender Man,Heterosexual,Latina/o/x,Low Resourced,4,3,I believe my location does have a major impact on my thoughts and decisions. I lived in a rural area with a various agricultural farms. At times I am worried about my health and safety in the area however this is not a major concern majority of the time. I don't believe my identity impacts my relationships with my peers and other people in my life.
R_3gNMgj4QqcRqsjg,EN,United States,22,Cisgender Woman,Heterosexual,Middle Eastern,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,5,"Being afghan, sometimes it's hard finding people who aren't my family related to my culture. I wish I could find more people who share the same ethnic background with me and I can share that connection with"
R_WlpGfqbzotW5I9X,EN,United States,21,Cisgender Woman,Heterosexual,Black/African,NA,6,4,"I personally feel as though my  perception of my geographic location is based entirely on my current interpersonal relationships. Because I have such a wonderful relationship with my family, a strong connection with my friends, a great support group, and am neighbors to friends I grew up with together, the fact that we live in a neighborhood that isn't necessarily the safest and far from financially sound, doesn't faze me. In fact, it provides me with more hope to what I can aspire towards."
R_2dFpISlGDmOJtgi,EN,United States,18,Cisgender Man,Gay,Latina/o/x,Low Resourced,4,6,The street next to mine has had the police called on many times.
R_3npI478QKQvx7Pr,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,5,5,"I believe my geographic location might have an impact on my safety to a degree because Stockton is known to be a pretty dangerous city. In terms of health, I feel like living where I do keeps me away from a more social environment."
R_1FailUrSZd2G6TY,EN,United States,20,Cisgender Woman,Heterosexual,Latina/o/x,NA,6,6,"Near my home, there are many health resources available. My friends are a few streets away which helps when we get together in person. My family and I are renting from a close uncle which helps me feel safe and unafraid of losing the home. Also, because I am with my family, I am able to build on my relationships with them."
R_11hxCr8iGejvkDP,EN,United States,22,Cisgender Woman,Bisexual,Latina/o/x,Unemployed,6,5,I feel that where I live does not have as much accessibility to to==simple things like healthcare or mental health services.
R_2EauihCzjTwyPR3,EN,United States,20,Cisgender Woman,Heterosexual,Asian,NA,5,6,"I feel like locations can affect your health, safety and relationships. Poorer, generally more rural areas have higher levels of pollution, crime rates, and less access to resources."
R_2zAVRRBGil90gde,EN,United States,21,Cisgender Woman,Heterosexual,Black/African,Immigrant,6,6,I live in a small town so I usually have to come up with things to do to keep myself entertained. There is not a lot to do to keep distracted.
R_33apbMI2XORbfMS,EN,United States,19,Cisgender Woman,Bisexual,White/European,NA,6,6,"Well, I have grown up in a very middle class area and there are many towns surrounding me that are extremely wealthy or poor. My highschool was very large with a graduating class of 1,000 students and with the school being split into two campuses. So, I like to think I experienced lots of diversity in highschool and got to see other's lives around me and I don't like to take mine for granted. My sexual identity was always a question because I always knew since I little girl that I could date boys but never knew I could date girls until older. So the idea of dating girls was kind of crossed out in my mind because I had been conditioned ""I like boys"" but I didn't know I could like both."
R_1ifyGSehmVFT0I9,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,Immigrant,7,7,I grew up in a small town so I know almost everyone here
R_2ahsq9eQb6kFjRS,EN,United States,22,Cisgender Woman,Heterosexual,Latina/o/x,Larger Bodied,7,7,"I think my geographic location compared to many others in the world has helped my safety, health, and relationships. I have grown up in the middle class, with no real complaints. Went to descent schools, got the education needed to get me to a 4 year university, I have many friends both back home and in Merced, and my safety has never been in question either."
R_3L08WIYy3g2zx9E,EN,United States,20,Cisgender Woman,Heterosexual,Multi-Racial,Larger Bodied,6,6,I feel like location does impact safety and relationships. I feel safer when I'm at home with my family then when I am not. I also feel more loved and less lonely when I am home versus when I am not.
R_z5VwF8WyYH81fFL,EN,United States,20,Cisgender Woman,Heterosexual,Latina/o/x,NA,5,4,There has been a few break ins in my community as well as homeless roaming around
R_1QLCGqbQeQajOeZ,EN,United States,20,Cisgender Woman,Queer,Latina/o/x,Low Resourced,5,6,"I believe that being in college provides me with a more free atmosphere. I am able to make most if not all decisions for myself and feel like I have more responsibility and ownership of my life than if I were to be at home. I am also surrounded by friends. Being home though is good or my physical health, I m able to eat more, I feel safer and I don't have to worry about money, but I'm around parents more, which stresses me out a little more."
R_1NrayK5ONzQmvLz,EN,United States,18,Cisgender Woman,Straight,Latina/o/x,Unemployed,5,7,I think that my location is pretty decent and has made things obtainable for me my small town lets me build close relationships with friends
R_1MLGUR5PoXfNOa7,EN,United States,23,Male/Man,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,4,The location is pretty safe since is close to school.
R_3n89MI1IKDfWC0p,EN,United States,21,Cisgender Woman,Heterosexual,Asian,Unemployed,5,6,"My location impacts my safety and health because I live in a dangerous city, where crime is committed on a daily basis."
R_XZj1KWVokKgoF5n,EN,United States,20,Cisgender Woman,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,4,"I think that I am in a location that is enough for my safety, health, and relationship."
R_22lEjqRz3fmuQ3v,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,Larger Bodied,6,7,I believe my geographic location does impact me. I live in a small conservative town. Most people here are very welcoming and my neighborhood is quiet and peaceful.
R_125d7J5h9lS4jaU,EN,United States,19,Cisgender Woman,Bisexual,Black/African,Unemployed,4,5,"My location staying in Merced away from my family affects the relationship I have with my immediate family, often feeling like I am missing out"
R_2sSBV0kTif7ATor,EN,United States,20,Cisgender Man,Heterosexual,Latina/o/x,NA,5,5,My location has made me have better relationships with people because at a young age I have learned connections are everything.
R_3RrsFZUpDFheq8U,EN,United States,22,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,4,4,"My location is pretty safe, mostly quiet"
R_3FLILGH552IS5Lo,EN,United States,21,Cisgender Woman,Bisexual,Latina/o/x,Larger Bodied,6,7,Although I am surrounded most of the time with people who support me I feel as though when I reveal that I am bisexual that support will be taken away from me and is something I will not be able to gain again once they know the truth about me.
R_2eOLgvI1G9bDpli,EN,United States,21,Cisgender Woman,Heterosexual,Asian,Unemployed,5,5,"I believe my geographic location has made an impact on my life. There have been hardships here and there in any category, but that was to help me become stronger for my future. I face obstacles every day but that does not stop me from pursuing my goals. The people living around this location are the ones I mainly give my thanks to in all of this."
R_uwuqbtdWZpArhUl,EN,United States,21,Cisgender Woman,Asexual,Multi-Racial,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"I think my location has a strong impact on my safety, health, and relationships."
R_0AJWLnqD0kuemDT,EN,United States,18,Cisgender Woman,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"Living in a poor part of a neighborhood has shaped me to become the person I am today. It showed me what it was to work to be where I am today. I was not as privileged as many other students, but many of my relationships with teachers in my school ( which was in my neighborhood) had built me to become a hard-working, diligent first-generation student."
R_25L6AO0Ym9u5GdE,EN,United States,20,Cisgender Woman,Heterosexual,Latina/o/x,NA,5,2,Location impacts my safety because its not always a good neighborhood but within our my family we take care of each other.  Our health is good because my mom who is a single mother makes sure we take our nutrients.
R_3kce9mlMPcqC5qm,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,Low Resourced,5,6,"Location impacts almost all aspects of my life. In Merced, California I feel more safe than I would if I were staying at the house I grew up in back home in Stockton, California and that is simply due to the large difference in crime rates within these two locations. Merced feels more calm whereas in Stockton you need to be aware of your surroundings more often."
R_2CIKifAoVDFxCxZ,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,Low Resourced,4,5,"Being at home has impacted me a lot because my family expects me to be a certain person that I don't have to be when i'm away, its hard to show your change when they have such a strong idea of who they think you are.. I am more confined and have a lot of responsibilities that can overwhelm me when I have to balance with school. I'm further away from the people I trust most."
R_3spjwWt231ggrSz,EN,United States,21,Cisgender Man,Heterosexual,Latina/o/x,NA,7,7,"It's far from the city, so little resources out here."
R_7PZBao8Fmu1CxMJ,EN,United States,19,Cisgender Woman,Bisexual,Latina/o/x,Unemployed,4,5,"I'm in the US, in San Fernando, based on where I am I can say that, for the most part, it's pretty safe. When it comes to my health it's great, but it's when that changes that It may be a problem because I have the school's health insurance so I don't know if it's accepted everywhere. Being in a city, rather than a more quiet, open land is that there is always something going on and there's more opportunity for distraction and avoiding deeper conversations."
R_1H0K8zFLkXX2h2X,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,safe inside home and for health reasons
R_BqRdMBaL4COei77,EN,United States,19,Cisgender Woman,Heterosexual,Multi-Racial,Short,7,7,My location has impacted my weight. I feel that if I lived in a location that was more concerned with health I would not have put on so much weight over the course of 13 years.
R_1HepXSvw5YjPgXz,EN,United States,22,Cisgender Man,Heterosexual,Asian,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,I think my location can impact my life such as how close I am to my friends as well as how close I am to my family.
R_3qye59y7PH8gqhj,EN,United States,22,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,7,6,My location does affect my health causing my asthma to act up.
R_3j8Lk9rTpWvGCfU,EN,United States,19,Cisgender Woman,Bisexual,Latina/o/x,Unemployed,6,6,"As someone who did not use to live in the US, I definitely think my geographic location has allowed me to feel more safe, and the open culture has allowed me to feel more comfortable with my self, and to do more than I would've done if I did not live here."
R_eJbHfaujcZ047zr,EN,United States,18,Cisgender Woman,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"I live in Las Vegas which is very open to anything (LGBTQ, explicit things, danger). I was exposed to a lot of situations that most kids wouldn't have if they didn't live in Las Vegas."
R_1oupPHpqi74oG6k,EN,United States,18,Cisgender Woman,Heterosexual,Latina/o/x,NA,7,5,Where I live is sketchy in some areas which are hard to feel safe going on walks or running alone. The nearest hospital is about 15 min away which is not bad and groceries are further but there are small local ones as well.
R_1jWcfBINHMyh87y,EN,United States,19,Cisgender Woman,Heterosexual,Multi-Racial,NA,4,3,"I am feeling extremely nervous where I am at. I cry because of my parents being in the most dangerous age to get coronavirus. I worry and cry because I want my parents to see me get married, graduate college, and more."
R_2VDANr2OPkOtu8t,EN,United States,22,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,4,3,"I live in an area where there are many shootings and gangs, so going out by myself sometimes is scary, however usually people keep to themselves."
R_1JISS08JGnOEGmy,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,NA,5,5,I believe that my location affects those aspects in my life because it is often a close-minded small community. The size of my town has also limited the amount of mental health awareness and resources that is available to me and my family members.
R_2PdsSBr9LJyRJCu,EN,United States,20,Female/Woman,Heterosexual,Latina/o/x,Non-resident/Undocumented,6,7,"In my enviroment, Garden Grove used to be a free drug dirtict until one day, there were teakers and many there began to be people with addiction problems. My cousin was affected by this and lost his family, job, and life. he has been in jail four times and he is still trying to chnage his life. For hispanic families its normal to have someone in jail. This is normal ofr until it comes to deportating family members. over all I think Garden Grove is a great place to live there is not much violence and I feel safe where I live in whereas, Santa Ana or Anahiem those cities have the worst safety. Those are considr the party hard, drugs, get drunk, and probably get shot or killed. This is sad and stresses me because I live between these two cities and I also have family and frinds so its a struggle to keep up awareness everytime we go visit them."
R_3iWRnaGjtw94hhg,EN,United States,18,Cisgender Man,Heterosexual,Latina/o/x,Unemployed,4,6,I am but would rather not be.
R_3s0qLMTranvhMxP,EN,United States,21,Cisgender Woman,Heterosexual,White/European,Short,3,5,"I think it is important to understand everyone's divides in neighborhoods. While the house may look pretty out the outside or things may seem picture-perfect, everything is not always what it seems. Relationships are hard when your family is worried about external things like money, working, etc. so as long as others make an attempt to remember that it helps with your health and mental well being."
R_sSbqKU122HL090Z,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,5,5,The central valley compared to other regions is fairly isolated and sometimes I feel like I can't really have fun here or out go to places. Due to it being less crowded has made me appreciate nature and calms me. Relationship wise its difficult meeting people with my same mind set to it being an are fairly conservative.
R_9L8VHfhBbKbcNMZ,EN,United States,21,Cisgender Woman,Heterosexual,Asian,NA,6,3,I live in a safe neighborhood so there are not any environmental factors that impact me. The only thing that affects me is the weather but that is not tied in with the location.
R_e5tdrdMw4ejl3LX,EN,United States,22,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,6,4,location in home
R_ZCWuZOWFA9G8t9f,EN,United States,18,Cisgender Woman,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"My geographic location can be considered a safe small town, predominantly latino which makes it feel as a community. There is access to health facilities which makes it easy for people to seek medical attention if needed. The only downside would be that because it is a small town, relationships matter in the way that there are 3 or 4 high schools and most people know or have heard of each other so there's this implied ""reputation"" to uphold because things spread easily. This can be harmful in the way that if there are bad rumors being spread this can cause bullying or shaming."
R_5mON8sVmsmUuAW5,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,NA,4,5,My location impacts my health because there is not many resources to low income communities like mine.
R_1DoKGYJBVZl31fo,EN,United States,23,Self-ID with No Write In,Heterosexual,Self-ID with No Write In,Language Minority,6,5,"Well, since I'm in College I live far away from my families, but I got some friends that make me feel like home. Also, there are not a lot of public transportation so it makes it kind of hard to move around since I do not have a car."
R_3CCLijaDhsJBN1I,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,6,6,There's not a lot of access to resources but that is considering COVID.
R_1DATifzKCfhrzCY,EN,United States,22,Cisgender Woman,Bisexual,Latina/o/x,Unemployed,5,5,I do live in a little more conservative area so lil scared
R_3KVDHzM7IyrAw88,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,NA,5,7,"I live sort of in the country so I don't have as many neighbors as the typical person who lives in the city. I live around a lot of orchards so they can bring peace sometimes. I was robbed a few years ago so since then it has been tough feeling safe, but we also have a security system now I feel safer. The biggest health problem is that I have asthma and theres a lot of dirt and pollen by my house so it can be a bit tough to breathe sometimes."
R_1OlEwHiTdkSJkcy,EN,United States,18,Cisgender Man,Heterosexual,Asian,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,My geographic location suits my needs and there isn't anything that impacts my life.
R_23daFHUke1ooTxZ,EN,United States,19,Cisgender Woman,Heterosexual,Black/African,NA,5,5,"Since I live in the bay area, my health safety is currently at risk to to the CO-VID 19 outbreak."
R_3q8APAAYgMBdBiS,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,NA,5,6,"I live in a safer neighborhood, so most of the time I do not have to worry about my safety or my family's."
R_1N4IosedMZVeNOK,EN,United States,18,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,6,6,"My location plays a small role on the impact it has on me because it still allows me to have access to resources such as hospitals, clinics, school, etc. My location feels safe and does not make me feel like I am posed with a threat to my own safety or well being. This location is also small which allows for easy access to my friends and family, enabling the relationships I have to be consistent and well."
R_21B4oQTjVxvXoFV,EN,United States,18,Cisgender Man,Heterosexual,White/European,NA,4,5,"In terms of my geographic location, I donâ€™t think itâ€™s affected me at all."
R_5A5u4x3F70tHQRj,EN,United States,18,Cisgender Man,Heterosexual,White/European,Unemployed,4,5,"I don't think my location impacts me very much at all.  Also, this is the third time I have done this study because I have yet to receive any credit for it.  Please, I want to pass."
R_1j9xE6Rujk86FcQ,EN,United States,21,Cisgender Man,Heterosexual,Multi-Racial,Language Minority,6,2,I am lucky to be near someone that cares for me for now.
R_1okdcrBLv1cw5Vy,EN,United States,20,Cisgender Woman,Heterosexual,Latina/o/x,NA,6,6,"I live with my immigrant parents (both residents) and my 3 siblings in a 2 bedroom, 1 bathroom duplex in a really nice neighborhood (its right next to google- keeps getting more and more gentrified). We are low income, have always been, my mom is a taco bell cook and my dad is a gardener (have always been since they got to California from Mexico which is about 20 years) but because of where we live minimum wage is good and we are in the silicon valley with really nice big houses around so my dad gets paid okay so we are not poor at least it doesn't feel like we are so much because we do a good job of blending in but our AC and our heater don't work, parents still struggle with paying rent every month but somehow manage- me and my older brother used to work before quarantine, my little brothers still get reduced lunch and free bus passes, and I've managed to get really good scholarships from the high school I went to because it was a really rich predominantly white high school and there were very good chances of winning these scholarships especially because of im a minority and low income who wanted to go to college. In some of my answers, I reported feeling sad and depressed might have something to do with quarantine but if I recall correctly I still felt that way before just not as often probably because there were more distractions."
R_27CBy7jwiwsCJBP,EN,United States,21,Cisgender Man,Gay,Latina/o/x,NA,4,5,"yeah, my location DEFENITELY affects my way of living. The part of downtown Los Angeles I am living in, you will find homeless people selling drugs to prostitutes walking late night. But yet in Santa monica, streets are clean and homeless people there have more privilege than those in Downtown LA."
R_1lv3hyZnCZ7PR8P,EN,United States,21,Cisgender Man,Heterosexual,Asian,NA,5,5,"I believe where I'm from is very diverse and somewhat open to different opinions and perspectives. With that in mind, most of the time I feel safe."
R_2ur27rWJZwD4bIW,EN,United States,19,Cisgender Woman,Heterosexual,Asian,Unemployed,7,7,I live in a safe community with a loving family and friends close by.
R_eWkLGQBWQb6LlaF,EN,United States,22,Cisgender Man,Heterosexual,Latina/o/x,Larger Bodied,6,6,n/a
R_333vHIy9u0GmXkf,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,5,6,"At my location I feel safe although, sometimes I am far away from my family there is always someone there I can count on."
R_08QU8CWBgpL89tT,EN,United States,20,Cisgender Woman,Heterosexual,Latina/o/x,Language Minority,5,4,It impacts my relationship with my friends and my boyfriend as we are long distancing
R_3m8Ak0m4BX5tOOQ,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,NA,4,4,"Where I live gives me a sense of safety, I use to live in the other side of my city and i felt at home there but I wasn't safe.  I could go for walks now without feeling uneasy for most of the time."
R_1kMtTJCB5WfD5l7,EN,United States,20,Cisgender Man,Bisexual,Asian,Unemployed,5,6,"I feel my geographic location has had big impact on my life. Prior to college, I lived in a city where I had convenient access to necessities. I currently attend a college that is located in more of a rural setting, so the necessities are less convenient to access, partly because I don't have a car and the public transportation doesn't come as frequent compared to the city. In terms of relationships, moving to a different part of the state has really helped me meet a lot of new and interesting people from various backgrounds and has definitely broadened my perspective."
R_3lWIbon95Sj70Aj,EN,United States,20,Self-ID with No Write In,Straight,Asian,Immigrant,6,7,"I live in a small town, most of the time there's not much things to worry about."
R_3ehngMuCmbPuWFi,EN,United States,21,Cisgender Man,Heterosexual,White/European,Low Resourced,4,4,"I live in a small town of less than a thousand. Itâ€™s good because everyone knows who you are and it is easy to seek help for a problem, but there isnâ€™t much diversity or privacy."
R_3GyajtU65btXE9l,EN,United States,21,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,6,6,"My location is somewhat safe. Meaning there are some unsafe things that happen like, robbery or gangs killing people but overall I feel somewhat safe. I feel safe because my town is mostly latinos and I feel I can be myself and I have my friends who live here as well."
R_2bPPyvvOTxstB16,EN,United States,20,Cisgender Woman,Questioning,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,3,Location impacts me because of the people I am surrounded with. I am originally from Los Angeles and one of the reasons why I moved to Merced to remove myself from some friendships and generally uncomfortable environments. Who I am in Merced is different from who I am in LA. In Merced I am able to make more of my own choices while in LA I feel as though I have to rely on the opinions of others.
R_2OZ1b1bqvChU6sM,EN,United States,19,Female/Woman,Heterosexual,Latina/o/x,Low Resourced,4,5,I am away from my family right now so it makes me sad and it is hard to be in contact cause I am busy.
R_3MnkqSonAxfeNrG,EN,United States,20,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,5,5,"I have been living in shelltown , San Diego my whole life, people refer to it as the hood which is true. I feel that living in a tough neighborhood you are more aware of your surroundings you learn at a young age to not be so naive. I would not have it any other way though, growing up here you know many people and make life time friends."
R_1cYQuQkIb8FJG76,EN,United States,21,Cisgender Woman,Heterosexual,Asian,Self-ID with No Write In,5,6,My location is pretty safe overall. I think most people are being cautious during this pandemic.  I am living with my family and my relationships with them are decent. I think I live in a good neighborhood.
R_yjCWkmvAKeKJhsJ,EN,United States,20,Cisgender Man,Gay,Latina/o/x,Larger Bodied,4,4,My location impacts my ability to come out to people and by my true self.
R_25QKNQACZZj53ke,EN,United States,19,Cisgender Man,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,5,I do not believe it does affect anything
